weight_index,episode_index,w0,w1,w2,efficacy,adr_risk,tolerability,actions
4,9,0.5168437957763672,0.11549761891365051,0.3676586151123047,0.0,-1.7200000286102295,-10.0,[1]
5,0,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
5,1,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.0,-0.699999988079071,-9.052000045776367,[1]
5,2,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.07999999821186066,-0.6000000238418579,-10.0,[1]
5,3,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
5,4,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.0,-1.0199999809265137,-10.0,[1]
5,5,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.0,-0.7400000095367432,-10.0,[1]
5,6,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.20000000298023224,-0.8199999928474426,-4.809999942779541,[1]
5,7,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.0,-1.0800000429153442,-10.0,[1]
5,8,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.0,-1.7200000286102295,-10.0,[1]
5,9,0.2743355929851532,0.16337628662586212,0.5622881054878235,0.4000000059604645,-0.5799999833106995,-8.529000282287598,[1]
6,0,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.47999998927116394,-0.23999999463558197,-5.9770002365112305,[1]
6,1,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.0,-0.7400000095367432,-10.0,[1]
6,2,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.0,-1.0800000429153442,-10.0,[1]
6,3,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.0,-0.8999999761581421,-10.0,[1]
6,4,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.0,-0.9200000166893005,-10.0,[1]
6,5,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.0,-0.8999999761581421,-10.0,[1]
6,6,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.47999998927116394,-0.23999999463558197,-5.9770002365112305,[1]
6,7,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
6,8,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
6,9,0.3518151342868805,0.16122348606586456,0.48696139454841614,0.0,-0.2879999876022339,-6.382800102233887,[0]
7,0,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.0,-0.7360000014305115,-10.0,[0]
7,1,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.0,-0.5120000243186951,-10.0,[0]
7,2,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.0,-0.671999990940094,-7.88670015335083,[0]
7,3,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.07999999821186066,-0.47999998927116394,-10.0,[0]
7,4,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.0,-0.5440000295639038,-10.0,[0]
7,5,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.0,-0.671999990940094,-7.88670015335083,[0]
7,6,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
7,7,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.0,-0.2879999876022339,-6.382800102233887,[0]
7,8,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.0,-0.7200000286102295,-9.189000129699707,[0]
7,9,0.06798460334539413,0.5588858723640442,0.3731295168399811,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
8,0,0.4296914339065552,0.273283988237381,0.29702457785606384,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
8,1,0.4296914339065552,0.273283988237381,0.29702457785606384,0.0,-0.8999999761581421,-10.0,[1]
8,2,0.4296914339065552,0.273283988237381,0.29702457785606384,0.0,-0.5120000243186951,-6.723899841308594,[0]
8,3,0.4296914339065552,0.273283988237381,0.29702457785606384,0.0,-0.5600000023841858,-8.14680004119873,[0]
8,4,0.4296914339065552,0.273283988237381,0.29702457785606384,0.0,-0.7360000014305115,-10.0,[0]
8,5,0.4296914339065552,0.273283988237381,0.29702457785606384,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
8,6,0.4296914339065552,0.273283988237381,0.29702457785606384,0.0,-0.8999999761581421,-10.0,[1]
8,7,0.4296914339065552,0.273283988237381,0.29702457785606384,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
8,8,0.4296914339065552,0.273283988237381,0.29702457785606384,0.0,-0.800000011920929,-10.0,[0]
8,9,0.4296914339065552,0.273283988237381,0.29702457785606384,0.07999999821186066,-0.47999998927116394,-10.0,[0]
9,0,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
9,1,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.0,-1.3760000467300415,-10.0,[0]
9,2,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
9,3,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.0,-0.6399999856948853,-10.0,[1]
9,4,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.0,-1.9359999895095825,-10.0,[0]
9,5,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.0,-0.6800000071525574,-10.0,[1]
9,6,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.0,-0.6800000071525574,-10.0,[1]
9,7,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.0,-0.46000000834465027,-10.0,[1]
9,8,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
9,9,0.0818202793598175,0.19068637490272522,0.7274933457374573,0.0,-1.9359999895095825,-10.0,[0]
10,0,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.0,-0.7360000014305115,-10.0,[0]
10,1,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.07999999821186066,-0.47999998927116394,-10.0,[0]
10,2,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.07999999821186066,-0.47999998927116394,-10.0,[0]
10,3,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.0,-0.8159999847412109,-10.0,[0]
10,4,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
10,5,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.0,-0.5120000243186951,-10.0,[0]
10,6,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.0,-1.9359999895095825,-10.0,[0]
10,7,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.07999999821186066,-0.47999998927116394,-10.0,[0]
10,8,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.0,-0.5600000023841858,-9.413100242614746,[0]
10,9,0.16459892690181732,0.5353683233261108,0.30003273487091064,0.0,-0.800000011920929,-10.0,[0]
11,0,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.0,-0.800000011920929,-10.0,[0]
11,1,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.0,-0.5920000076293945,-10.0,[0]
11,2,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.3199999928474426,-0.23999999463558197,-6.672599792480469,[0]
11,3,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.0,-0.800000011920929,-10.0,[0]
11,4,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
11,5,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.07999999821186066,-0.47999998927116394,-10.0,[0]
11,6,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.07999999821186066,-0.47999998927116394,-10.0,[0]
11,7,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.0,-0.7200000286102295,-9.189000129699707,[0]
11,8,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
11,9,0.17748349905014038,0.3439481854438782,0.47856831550598145,0.0,-1.3760000467300415,-10.0,[0]
12,0,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.0,-0.5600000023841858,-9.413100242614746,[0]
12,1,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.0,-0.8159999847412109,-10.0,[0]
12,2,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.0,-2.4200000762939453,-10.0,[1]
12,3,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.0,-0.5120000243186951,-6.723899841308594,[0]
12,4,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.0,-1.7200000286102295,-10.0,[1]
12,5,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.0,-0.8159999847412109,-10.0,[0]
12,6,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.07999999821186066,-0.47999998927116394,-10.0,[0]
12,7,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.0,-0.8159999847412109,-10.0,[0]
12,8,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.07999999821186066,-0.47999998927116394,-10.0,[0]
12,9,0.2225949615240097,0.20840273797512054,0.5690023303031921,0.0,-0.8399999737739563,-8.762999534606934,[1]
13,0,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
13,1,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.0,-1.9359999895095825,-10.0,[0]
13,2,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.0,-0.36800000071525574,-10.0,[0]
13,3,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.0,-0.671999990940094,-7.88670015335083,[0]
13,4,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.0,-0.800000011920929,-10.0,[0]
13,5,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
13,6,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
13,7,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.0,-0.5120000243186951,-10.0,[0]
13,8,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.0,-0.7360000014305115,-10.0,[0]
13,9,0.09827763587236404,0.4414020776748657,0.46032026410102844,0.0,-0.800000011920929,-10.0,[0]
14,0,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.0,-0.36000001430511475,-7.0920000076293945,[1]
14,1,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.0,-0.699999988079071,-9.052000045776367,[1]
14,2,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.0,-0.8399999737739563,-8.762999534606934,[1]
14,3,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.4000000059604645,-0.5799999833106995,-8.529000282287598,[1]
14,4,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.0,-0.36000001430511475,-7.0920000076293945,[1]
14,5,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.20000000298023224,-0.8199999928474426,-4.809999942779541,[1]
14,6,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.47999998927116394,-0.23999999463558197,-5.9770002365112305,[1]
14,7,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.0,-0.5120000243186951,-10.0,[0]
14,8,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.0,-0.8999999761581421,-10.0,[1]
14,9,0.47315511107444763,0.03187370300292969,0.4949711859226227,0.0,-0.699999988079071,-10.0,[1]
15,0,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.0,-0.5600000023841858,-8.14680004119873,[0]
15,1,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
15,2,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.0,-0.5600000023841858,-8.14680004119873,[0]
15,3,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.36000001430511475,-0.7039999961853027,-6.826499938964844,[0]
15,4,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.0,-0.800000011920929,-10.0,[0]
15,5,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.0,-1.3760000467300415,-10.0,[0]
15,6,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
15,7,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.0,-1.6799999475479126,-10.0,[0]
15,8,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.0,-0.8640000224113464,-10.0,[0]
15,9,0.4913382828235626,0.4070630967617035,0.10159860551357269,0.07999999821186066,-0.47999998927116394,-10.0,[0]
16,0,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.0,-1.0199999809265137,-10.0,[1]
16,1,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.0,-0.5600000023841858,-9.413100242614746,[0]
16,2,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.0,-0.2879999876022339,-6.382800102233887,[0]
16,3,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.0,-0.7400000095367432,-10.0,[1]
16,4,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.47999998927116394,-0.23999999463558197,-5.9770002365112305,[1]
16,5,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.0,-2.4200000762939453,-10.0,[1]
16,6,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.0,-0.5120000243186951,-10.0,[0]
16,7,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.0,-0.8999999761581421,-10.0,[1]
16,8,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.0,-0.8399999737739563,-8.762999534606934,[1]
16,9,0.3815964460372925,0.1970617026090622,0.4213418662548065,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
17,0,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.4000000059604645,-0.5799999833106995,-8.529000282287598,[1]
17,1,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.0,-0.699999988079071,-9.052000045776367,[1]
17,2,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.0,-1.0199999809265137,-10.0,[1]
17,3,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.0,-0.9200000166893005,-10.0,[1]
17,4,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.0,-1.0199999809265137,-10.0,[1]
17,5,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.07999999821186066,-0.6000000238418579,-10.0,[1]
17,6,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.1599999964237213,-0.36000001430511475,-8.012999534606934,[1]
17,7,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.0,-0.8999999761581421,-10.0,[1]
17,8,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.0,-0.6399999856948853,-10.0,[1]
17,9,0.014059867709875107,0.11130727827548981,0.8746328353881836,0.0,-1.0199999809265137,-10.0,[1]
18,0,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-0.8999999761581421,-10.0,[1]
18,1,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-0.5120000243186951,-6.723899841308594,[0]
18,2,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-0.699999988079071,-9.052000045776367,[1]
18,3,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-0.699999988079071,-10.0,[1]
18,4,0.8250011801719666,0.116353340446949,0.05864549055695534,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
18,5,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-1.0,-10.0,[1]
18,6,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-0.36800000071525574,-10.0,[0]
18,7,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-2.0999999046325684,-10.0,[1]
18,8,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-0.36800000071525574,-10.0,[0]
18,9,0.8250011801719666,0.116353340446949,0.05864549055695534,0.0,-0.5120000243186951,-6.723899841308594,[0]
19,0,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.0,-0.7200000286102295,-9.189000129699707,[0]
19,1,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.0,-0.8159999847412109,-10.0,[0]
19,2,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
19,3,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.0,-0.5120000243186951,-6.723899841308594,[0]
19,4,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
19,5,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.0,-0.5120000243186951,-6.723899841308594,[0]
19,6,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
19,7,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
19,8,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.07999999821186066,-0.47999998927116394,-10.0,[0]
19,9,0.44755473732948303,0.40658172965049744,0.14586353302001953,0.0,-0.5120000243186951,-6.723899841308594,[0]
20,0,0.2730853855609894,0.34682497382164,0.3800896406173706,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
20,1,0.2730853855609894,0.34682497382164,0.3800896406173706,0.4000000059604645,-0.46399998664855957,-7.67609977722168,[0]
20,2,0.2730853855609894,0.34682497382164,0.3800896406173706,0.0,-0.5600000023841858,-8.14680004119873,[0]
20,3,0.2730853855609894,0.34682497382164,0.3800896406173706,0.0,-1.3760000467300415,-10.0,[0]
20,4,0.2730853855609894,0.34682497382164,0.3800896406173706,0.4000000059604645,-0.46399998664855957,-7.67609977722168,[0]
20,5,0.2730853855609894,0.34682497382164,0.3800896406173706,0.0,-0.671999990940094,-7.88670015335083,[0]
20,6,0.2730853855609894,0.34682497382164,0.3800896406173706,0.07999999821186066,-0.47999998927116394,-10.0,[0]
20,7,0.2730853855609894,0.34682497382164,0.3800896406173706,0.36000001430511475,-0.7039999961853027,-6.826499938964844,[0]
20,8,0.2730853855609894,0.34682497382164,0.3800896406173706,0.0,-0.5120000243186951,-6.723899841308594,[0]
20,9,0.2730853855609894,0.34682497382164,0.3800896406173706,0.0,-1.9359999895095825,-10.0,[0]
21,0,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.07999999821186066,-0.6000000238418579,-10.0,[1]
21,1,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
21,2,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.0,-0.5600000023841858,-9.413100242614746,[0]
21,3,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.0,-0.5600000023841858,-9.413100242614746,[0]
21,4,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
21,5,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.0,-0.8399999737739563,-8.762999534606934,[1]
21,6,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.0,-0.5600000023841858,-8.14680004119873,[0]
21,7,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.0,-0.5120000243186951,-10.0,[0]
21,8,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.1599999964237213,-0.2879999876022339,-7.211699962615967,[0]
21,9,0.5859886407852173,0.2324870526790619,0.18152429163455963,0.0,-0.9200000166893005,-10.0,[1]
22,0,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.20000000298023224,-0.8199999928474426,-4.809999942779541,[1]
22,1,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.0,-0.8399999737739563,-8.762999534606934,[1]
22,2,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.0,-1.0800000429153442,-10.0,[1]
22,3,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.20000000298023224,-0.8199999928474426,-4.809999942779541,[1]
22,4,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.0,-0.8159999847412109,-10.0,[0]
22,5,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.20000000298023224,-0.8199999928474426,-4.809999942779541,[1]
22,6,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.0,-0.5120000243186951,-6.723899841308594,[0]
22,7,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.4000000059604645,-0.5799999833106995,-8.529000282287598,[1]
22,8,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.0,-1.3760000467300415,-10.0,[0]
22,9,0.6209524273872375,0.3525944948196411,0.026453061029314995,0.0,-0.8999999761581421,-10.0,[1]
23,0,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-0.8399999737739563,-8.762999534606934,[1]
23,1,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-0.2879999876022339,-6.382800102233887,[0]
23,2,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-0.5600000023841858,-8.14680004119873,[0]
23,3,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-0.5600000023841858,-9.413100242614746,[0]
23,4,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-0.5600000023841858,-8.14680004119873,[0]
23,5,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-0.5600000023841858,-8.14680004119873,[0]
23,6,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-2.4200000762939453,-10.0,[1]
23,7,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-1.7200000286102295,-10.0,[1]
23,8,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.47999998927116394,-0.23999999463558197,-5.9770002365112305,[1]
23,9,0.30998677015304565,0.20135894417762756,0.4886542856693268,0.0,-0.5440000295639038,-10.0,[0]
24,0,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.3199999928474426,-0.30000001192092896,-7.414000034332275,[1]
