weight_index,episode_index,w0,w1,w2,efficacy,adr_risk,tolerability,actions
24,1,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.0,-1.7200000286102295,-10.0,[1]
24,2,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.0,-0.699999988079071,-10.0,[1]
24,3,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
24,4,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.0,-0.9200000166893005,-10.0,[1]
24,5,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.0,-0.36800000071525574,-10.0,[0]
24,6,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
24,7,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.0,-0.8999999761581421,-10.0,[1]
24,8,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.0,-0.5120000243186951,-6.723899841308594,[0]
24,9,0.8415569067001343,0.13779811561107635,0.020644985139369965,0.0,-0.699999988079071,-10.0,[1]
25,0,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
25,1,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.20000000298023224,-0.656000018119812,-4.328999996185303,[0]
25,2,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.0,-0.5600000023841858,-8.14680004119873,[0]
25,3,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.0,-0.5440000295639038,-10.0,[0]
25,4,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.3199999928474426,-0.23999999463558197,-6.672599792480469,[0]
25,5,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
25,6,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.0,-0.36800000071525574,-10.0,[0]
25,7,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.0,-1.9359999895095825,-10.0,[0]
25,8,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.0,-0.8640000224113464,-10.0,[0]
25,9,0.21510928869247437,0.5939133167266846,0.19097737967967987,0.0,-0.671999990940094,-7.88670015335083,[0]
26,0,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.0,-0.699999988079071,-10.0,[1]
26,1,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
26,2,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.0,-1.7200000286102295,-10.0,[1]
26,3,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.0,-0.2879999876022339,-6.382800102233887,[0]
26,4,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.3199999928474426,-0.23999999463558197,-6.672599792480469,[0]
26,5,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.11999999731779099,-0.1599999964237213,-4.617000102996826,[0]
26,6,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.0,-0.8399999737739563,-8.762999534606934,[1]
26,7,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.0,-0.5120000243186951,-6.723899841308594,[0]
26,8,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.0,-0.7400000095367432,-10.0,[1]
26,9,0.5076149106025696,0.17937670648097992,0.3130083680152893,0.0,-0.5120000243186951,-10.0,[0]
27,0,0.510504961013794,0.23762020468711853,0.2518748342990875,0.3199999928474426,-0.23999999463558197,-6.672599792480469,[0]
27,1,0.510504961013794,0.23762020468711853,0.2518748342990875,0.0,-1.0,-10.0,[1]
27,2,0.510504961013794,0.23762020468711853,0.2518748342990875,0.0,-1.7200000286102295,-10.0,[1]
27,3,0.510504961013794,0.23762020468711853,0.2518748342990875,0.0,-0.5440000295639038,-10.0,[0]
27,4,0.510504961013794,0.23762020468711853,0.2518748342990875,0.20000000298023224,-0.8199999928474426,-4.809999942779541,[1]
27,5,0.510504961013794,0.23762020468711853,0.2518748342990875,0.0,-0.5920000076293945,-10.0,[0]
27,6,0.510504961013794,0.23762020468711853,0.2518748342990875,0.0,-0.5600000023841858,-9.413100242614746,[0]
27,7,0.510504961013794,0.23762020468711853,0.2518748342990875,0.0,-0.2879999876022339,-6.382800102233887,[0]
27,8,0.510504961013794,0.23762020468711853,0.2518748342990875,0.36000001430511475,-0.8799999952316284,-7.585000038146973,[1]
27,9,0.510504961013794,0.23762020468711853,0.2518748342990875,0.0,-2.4200000762939453,-10.0,[1]
28,0,0.0623004324734211,0.028943676501512527,0.908755898475647,0.3199999928474426,-0.30000001192092896,-7.414000034332275,[1]
28,1,0.0623004324734211,0.028943676501512527,0.908755898475647,0.47999998927116394,-0.23999999463558197,-5.9770002365112305,[1]
28,2,0.0623004324734211,0.028943676501512527,0.908755898475647,0.0,-0.9200000166893005,-10.0,[1]
28,3,0.0623004324734211,0.028943676501512527,0.908755898475647,0.07999999821186066,-0.6000000238418579,-10.0,[1]
28,4,0.0623004324734211,0.028943676501512527,0.908755898475647,0.3199999928474426,-0.30000001192092896,-7.414000034332275,[1]
28,5,0.0623004324734211,0.028943676501512527,0.908755898475647,0.0,-1.7200000286102295,-10.0,[1]
28,6,0.0623004324734211,0.028943676501512527,0.908755898475647,0.4000000059604645,-0.5799999833106995,-8.529000282287598,[1]
28,7,0.0623004324734211,0.028943676501512527,0.908755898475647,0.0,-0.7400000095367432,-10.0,[1]
28,8,0.0623004324734211,0.028943676501512527,0.908755898475647,0.0,-0.7400000095367432,-10.0,[1]
28,9,0.0623004324734211,0.028943676501512527,0.908755898475647,0.3199999928474426,-0.30000001192092896,-7.414000034332275,[1]
29,0,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.0,-1.6799999475479126,-10.0,[0]
29,1,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.0,-0.8999999761581421,-10.0,[1]
29,2,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.0,-0.8159999847412109,-10.0,[0]
29,3,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.0,-0.5120000243186951,-6.723899841308594,[0]
29,4,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.0,-2.4200000762939453,-10.0,[1]
29,5,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.47999998927116394,-0.19200000166893005,-5.379300117492676,[0]
29,6,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.0,-0.8399999737739563,-8.762999534606934,[1]
29,7,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.0,-0.9200000166893005,-10.0,[1]
29,8,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.0,-0.36800000071525574,-10.0,[0]
29,9,0.2534969747066498,0.2181895524263382,0.5283134579658508,0.07999999821186066,-0.47999998927116394,-10.0,[0]
